NAME	X	Y	Category	Intensity
AD_89	13.02253383	0.461179818	B	6
AD_90	16.94085241	81.40790566	B	6
AD_91	0.832217884	0.418035245	B	6
AD_92	44.97455238	113.3276766	B	6
AD_93	39.62777269	25.24126109	B	6
AD_94	20.02164615	7.654108983	B	6
AD_95	33.15144359	104.9521141	B	6
AD_96	8.637150182	13.93796459	B	6
AD_97	32.04298411	114.6870663	B	6
AD_98	6.194682502	45.27908588	B	6
AD_99	38.11620086	98.86696487	B	6
AD_100	44.62269805	106.2379584	B	6
AD_101	16.98771931	95.81560508	B	6
AD_102	31.93295865	21.31235156	B	6
AD_103	4.145389413	35.50657593	B	6
AD_104	37.41895825	111.6094928	B	6
AD_105	19.54700696	130.9949312	B	6
AD_106	44.57436455	6.961462243	B	6
AD_107	71.8956001	119.6451482	C	7
AD_108	57.58056382	51.47398568	C	7
AD_109	63.9548432	20.96934754	C	7
AD_110	74.60290203	52.70110314	C	7
AD_111	80.22850851	118.8922896	C	7
AD_112	87.15206432	76.48940883	C	7
AD_113	92.69095029	26.91123137	C	7
AD_114	57.39408753	70.06787643	C	7
AD_115	64.10839673	109.2801322	C	7
AD_116	82.32274574	146.5816904	C	7
AD_117	53.97321243	44.64277849	C	7
AD_118	65.08866405	6.517710357	C	7
AD_119	67.1875692	38.4238496	C	7
AD_120	53.06738088	7.295290041	C	8
AD_121	60.36541899	111.2379161	C	8
AD_122	77.21054331	10.17885921	C	8
AD_123	65.53673419	48.67288864	C	8
AD_124	96.16603296	154.009029	C	8
AD_125	85.48126026	47.37817741	C	8
AD_126	55.74320703	104.7079358	C	8
AD_127	89.70901764	7.687360164	C	8
AD_128	74.28630122	15.07190598	C	8
AD_129	68.80146842	12.32040152	C	8
AD_130	66.23338786	29.41044563	C	8
