NAME	biosample_id	biosample_type	disease	disease__ontology_label	organ	organ__ontology_label	library_preparation_protocol	library_preparation_protocol__ontology_label	donor_id	species	species__ontology_label	sex	is_living	preservation_method
BA_35	BA_D05_14dpp_r1	PrimaryBioSample	MONDO_0005041|MONDO_0005129	glaucoma (disease)|cataract (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D05	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_36	BA_D05_14dpp_r1	PrimaryBioSample	MONDO_0005041|MONDO_0005129	glaucoma (disease)|cataract (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D05	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_37	BA_D05_14dpp_r1	PrimaryBioSample	MONDO_0005041|MONDO_0005129	glaucoma (disease)|cataract (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D05	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_38	BA_D05_14dpp_r1	PrimaryBioSample	MONDO_0005041|MONDO_0005129	glaucoma (disease)|cataract (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D05	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_39	BA_D05_14dpp_r1	PrimaryBioSample	MONDO_0005041|MONDO_0005129	glaucoma (disease)|cataract (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D05	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_40	BA_D05_14dpp_r1	PrimaryBioSample	MONDO_0005041|MONDO_0005129	glaucoma (disease)|cataract (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D05	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_41	BA_D05_5dpp_r1	PrimaryBioSample	MONDO_0005041|MONDO_0005129|MONDO_0011284	glaucoma (disease)|cataract (disease)|astigmatism (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D05	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_42	BA_D05_5dpp_r1	PrimaryBioSample	MONDO_0005041|MONDO_0005129|MONDO_0011284	glaucoma (disease)|cataract (disease)|astigmatism (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D05	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_43	BA_D05_5dpp_r1	PrimaryBioSample	MONDO_0005041|MONDO_0005129|MONDO_0011284	glaucoma (disease)|cataract (disease)|astigmatism (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D05	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_44	BA_D05_5dpp_r1	PrimaryBioSample	MONDO_0005041|MONDO_0005129|MONDO_0011284	glaucoma (disease)|cataract (disease)|astigmatism (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D05	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_45	BA_D05_5dpp_r1	PrimaryBioSample	MONDO_0005041|MONDO_0005129|MONDO_0011284	glaucoma (disease)|cataract (disease)|astigmatism (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D05	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_46	BA_D05_5dpp_r1	PrimaryBioSample	MONDO_0005041|MONDO_0005129|MONDO_0011284	glaucoma (disease)|cataract (disease)|astigmatism (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D05	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_47	BA_D05_5dpp_r1	PrimaryBioSample	MONDO_0005041|MONDO_0005129|MONDO_0011284	glaucoma (disease)|cataract (disease)|astigmatism (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D05	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_48	BA_D05_5dpp_r1	PrimaryBioSample	MONDO_0005041|MONDO_0005129|MONDO_0011284	glaucoma (disease)|cataract (disease)|astigmatism (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D05	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_49	BA_D05_5dpp_r1	PrimaryBioSample	MONDO_0005041|MONDO_0005129|MONDO_0011284	glaucoma (disease)|cataract (disease)|astigmatism (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D05	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_50	BA_D05_5dpp_r1	PrimaryBioSample	MONDO_0005041|MONDO_0005129|MONDO_0011284	glaucoma (disease)|cataract (disease)|astigmatism (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D05	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_51	BA_D04_10dpp_r1	PrimaryBioSample	MONDO_0005129|MONDO_0011284	cataract (disease)|astigmatism (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D04	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_52	BA_D04_10dpp_r1	PrimaryBioSample	MONDO_0005129|MONDO_0011284	cataract (disease)|astigmatism (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D04	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_53	BA_D04_10dpp_r1	PrimaryBioSample	MONDO_0005129|MONDO_0011284	cataract (disease)|astigmatism (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D04	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_54	BA_D04_10dpp_r1	PrimaryBioSample	MONDO_0005129|MONDO_0011284	cataract (disease)|astigmatism (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D04	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_55	BA_D04_10dpp_r1	PrimaryBioSample	MONDO_0005129|MONDO_0011284	cataract (disease)|astigmatism (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D04	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_56	BA_D04_10dpp_r1	PrimaryBioSample	MONDO_0005129|MONDO_0011284	cataract (disease)|astigmatism (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D04	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_57	BA_D04_10dpp_r1	PrimaryBioSample	MONDO_0005129|MONDO_0011284	cataract (disease)|astigmatism (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D04	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_58	BA_D04_10dpp_r1	PrimaryBioSample	MONDO_0005129|MONDO_0011284	cataract (disease)|astigmatism (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D04	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_59	BA_D04_10dpp_r1	PrimaryBioSample	MONDO_0005129|MONDO_0011284	cataract (disease)|astigmatism (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D04	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_60	BA_D04_10dpp_r1	PrimaryBioSample	MONDO_0005129|MONDO_0011284	cataract (disease)|astigmatism (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D04	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_61	BA_D04_15dpp_r1	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D04	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_62	BA_D04_15dpp_r1	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D04	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_63	BA_D04_15dpp_r1	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D04	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_64	BA_D04_15dpp_r1	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D04	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_65	BA_D04_15dpp_r1	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D04	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_66	BA_D04_15dpp_r1	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D04	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_67	BA_D04_15dpp_r1	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D04	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_68	BA_D04_15dpp_r1	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D04	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_69	BA_D04_15dpp_r1	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D04	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_70	BA_D04_15dpp_r1	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D04	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_71	BA_D04_5dpp_r1	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D04	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_72	BA_D04_5dpp_r1	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D04	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_73	BA_D04_5dpp_r1	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D04	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_74	BA_D04_5dpp_r1	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D04	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_75	BA_D04_5dpp_r1	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D04	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_76	BA_D04_5dpp_r1	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D04	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_77	BA_D04_5dpp_r1	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D04	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_78	BA_D04_5dpp_r1	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D04	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_79	BA_D04_5dpp_r1	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D04	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_80	BA_D04_5dpp_r1	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D04	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_81	BA_D03_t1_r2	PrimaryBioSample	MONDO_0005041|MONDO_0011284	glaucoma (disease)|astigmatism (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D03	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_82	BA_D03_t1_r2	PrimaryBioSample	MONDO_0005041|MONDO_0011284	glaucoma (disease)|astigmatism (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D03	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_83	BA_D03_t1_r2	PrimaryBioSample	MONDO_0005041|MONDO_0011284	glaucoma (disease)|astigmatism (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D03	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_84	BA_D03_t1_r2	PrimaryBioSample	MONDO_0005041|MONDO_0011284	glaucoma (disease)|astigmatism (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D03	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_85	BA_D03_t1_r2	PrimaryBioSample	MONDO_0005041|MONDO_0011284	glaucoma (disease)|astigmatism (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D03	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_86	BA_D03_t1_r2	PrimaryBioSample	MONDO_0005041|MONDO_0011284	glaucoma (disease)|astigmatism (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D03	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_87	BA_D03_t1_r2	PrimaryBioSample	MONDO_0005041|MONDO_0011284	glaucoma (disease)|astigmatism (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D03	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_88	BA_D03_t1_r2	PrimaryBioSample	MONDO_0005041|MONDO_0011284	glaucoma (disease)|astigmatism (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D03	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_89	BA_D03_t1_r2	PrimaryBioSample	MONDO_0005041|MONDO_0011284	glaucoma (disease)|astigmatism (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D03	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_90	BA_D03_t1_r2	PrimaryBioSample	MONDO_0005041|MONDO_0011284	glaucoma (disease)|astigmatism (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D03	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_91	BA_D02_02	PrimaryBioSample	MONDO_0005041	glaucoma (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D02	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_92	BA_D02_02	PrimaryBioSample	MONDO_0005041	glaucoma (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D02	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_93	BA_D02_02	PrimaryBioSample	MONDO_0005041	glaucoma (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D02	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_94	BA_D02_02	PrimaryBioSample	MONDO_0005041	glaucoma (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D02	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_95	BA_D02_02	PrimaryBioSample	MONDO_0005041	glaucoma (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D02	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_96	BA_D02_02	PrimaryBioSample	MONDO_0005041	glaucoma (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D02	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_97	BA_D02_02	PrimaryBioSample	MONDO_0005041	glaucoma (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D02	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_98	BA_D02_02	PrimaryBioSample	MONDO_0005041	glaucoma (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D02	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_99	BA_D02_02	PrimaryBioSample	MONDO_0005041	glaucoma (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D02	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_100	BA_D02_02	PrimaryBioSample	MONDO_0005041	glaucoma (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D02	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_101	BA_D02_01	PrimaryBioSample	MONDO_0005041	glaucoma (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D02	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_102	BA_D02_01	PrimaryBioSample	MONDO_0005041	glaucoma (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D02	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_103	BA_D02_01	PrimaryBioSample	MONDO_0005041	glaucoma (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D02	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_104	BA_D02_01	PrimaryBioSample	MONDO_0005041	glaucoma (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D02	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_105	BA_D02_01	PrimaryBioSample	MONDO_0005041	glaucoma (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D02	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_106	BA_D02_01	PrimaryBioSample	MONDO_0005041	glaucoma (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D02	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_107	BA_D02_01	PrimaryBioSample	MONDO_0005041	glaucoma (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D02	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_108	BA_D02_01	PrimaryBioSample	MONDO_0005041	glaucoma (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D02	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_109	BA_D02_01	PrimaryBioSample	MONDO_0005041	glaucoma (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D02	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_110	BA_D02_01	PrimaryBioSample	MONDO_0005041	glaucoma (disease)	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D02	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_111	BA_D01_02	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D01	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_112	BA_D01_02	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D01	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_113	BA_D01_02	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D01	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_114	BA_D01_02	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D01	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_115	BA_D01_02	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D01	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_116	BA_D01_02	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D01	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_117	BA_D01_02	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D01	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_118	BA_D01_02	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D01	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_119	BA_D01_02	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D01	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
